0,1,2,3
293,Androstenediol,Oxysterols receptor LXR-beta,7.54
294,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",7.54
295,Amikacin,Cyclin-dependent kinase 6,7.54
296,CRA_10991,Dual specificity mitogen-activated protein kinase kinase 3,7.54
297,Cannabidiol,30S ribosomal protein S19,7.53
298,"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine","Glycogen phosphorylase, muscle form",7.53
299,"5-Alpha-Androstane-3-Beta,17beta-Diol",Amylase,7.53
300,(S)-4-Nitrostyrene oxide,Aldo-keto reductase family 1 member C1,7.53
301,Alsactide,"Endo-beta-1,4-xylanase Xyn10C",7.53
302,"[2-(1-amino-2-hydroxy-propyl)-4-(1H-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde",Methylsterol monooxygenase 1,7.53
303,Brimapitide,Potassium voltage-gated channel subfamily C member 2,7.53
304,4-Nitro-Inden-1-One,Aac(6')-Ii protein,7.53
305,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",Holliday junction ATP-dependent DNA helicase RuvB,7.53
306,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,Fumarate reductase flavoprotein subunit,7.52
307,4-Fluorobenzylamine,Alpha-ketoglutarate-dependent taurine dioxygenase,7.52
308,Acetyleneurea,(S)-2-haloacid dehalogenase,7.52
309,"(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",Catechol O-methyltransferase,7.52
310,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",Antizyme inhibitor 2,7.52
311,Benidipine,Axin-1,7.52
312,(2s)-Pyrrolidin-2-Ylmethylamine,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",7.52
313,D-Alanine,Histone-lysine N-methyltransferase EZH2,7.52
314,Creatine,Mitogen-activated protein kinase kinase kinase kinase 4,7.51
315,Co(III)-(Deuteroporphyrin IX),Serine/threonine-protein kinase D1,7.51
316,(Diaminomethyl-Methyl-Amino)-Acetic Acid,Leucine carboxyl methyltransferase 1,7.51
317,3-Methylcytosine,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,7.51
318,Aceclidine,Protein RecA,7.51
319,Allosamizoline,"Alanine racemase, catabolic",7.51
320,AZD-8418,Glycerol uptake operon antiterminator regulatory protein,7.51
321,"2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE",Ig kappa chain V-II region RPMI 6410,7.51
322,4-Hydroxybutan-1-Aminium,Amidophosphoribosyltransferase,7.51
323,Cyproterone acetate,Ribosome-binding protein 1,7.51
324,5-androstenedione,Glucose-6-phosphate isomerase B,7.51
325,Aetiocholanolone,Ferredoxin--NADP reductase,7.51
326,CXA-10,Cyclin-dependent kinase 17,7.50
327,Allantoate,Flavodoxin-1,7.50
328,1-Testosterone,Penicillin-binding protein 2,7.50
329,Barnidipine,Xanthan lyase,7.50
330,Cyanocobalamin,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,7.50
331,Camylofin,Met proto-oncogene variant,7.50
332,"1,3-Dedimethyl-1,3-Divinyl Heme",Delta-type opioid receptor,7.50
333,Avexitide,Dual specificity protein phosphatase 23,7.50
334,"24-Homo-1,25-dihydroxyvitamin D3",Probable pyruvate-flavodoxin oxidoreductase,7.50
335,Azanidazole,Porin D,7.50
336,Cyclo(his-pro),cGMP-dependent protein kinase 2,7.50
337,"6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM",Orf protein,7.50
338,Colistin,Serine/threonine-protein kinase tousled-like 2,7.50
339,"2-Amino-N,3,3-Trimethylbutanamide",Protein S100-A13,7.50
340,Cyanocobalamin Co-60,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,7.50
341,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde","Fatty acid-binding protein, brain",7.49
342,"(3s)-2,3,4,5-Tetrahydropyridin-3-Amine","cAMP-specific 3',5'-cyclic phosphodiesterase 4D",7.49
343,Capric dimethyl amine oxide,FMN-dependent NADH-azoreductase 1,7.49
344,Alfaxalone,Oxygen-insensitive NAD(P)H nitroreductase,7.49
345,25-Hydroxycholesterol,30S ribosomal protein S10,7.49
346,"5-Methoxy-N,N-diisopropyltryptamine",Beta-secretase 1,7.49
347,Î²-Methylfentanyl,Adhesin,7.49
348,4-METHYL-PENTANOIC ACID {1-[4-GUANIDINO-1-(THIAZOLE-2-CARBONYL)-BUTYLCARBAMOYL]-2-METHYL-PROPYL}-AMIDE,Uncharacterized N-acetyltransferase YvbK,7.49
349,[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,"Dihydrolipoyl dehydrogenase, mitochondrial",7.48
350,AQX-1125,D-lactate dehydrogenase,7.48
351,Bafilomycin B1,ADP-ribosylation factor 4,7.48
352,Clarithromycin,60S ribosomal protein L2,7.48
353,Brivanib alaninate,Somatostatin receptor type 3,7.48
354,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",Calnexin,7.48
355,Amorolfine,Peptide deformylase,7.48
356,"(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE",Tyrosine 3-monooxygenase,7.48
357,BMS-813160,"HCG20471, isoform CRA_c",7.48
358,(-)-menthol 1-propylene glycol carbonate,Epidermal growth factor receptor,7.47
359,Amiloride,Cyclin-dependent kinase 8,7.47
360,Chenodeoxycholic acid,14-3-3 protein beta/alpha,7.47
361,4-nitrophenyl-beta-D-galactoside,Alanine racemase,7.47
362,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,7.47
363,Bacteriochlorophyll A,GTP-binding nuclear protein Ran,7.47
364,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",Phosphatidylserine decarboxylase proenzyme,7.47
365,2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,Voltage-dependent L-type calcium channel subunit beta-4,7.47
366,Altropane,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,7.47
367,CP-601927,Ephrin type-A receptor 8,7.47
368,Aluminum zirconium octachlorohydrex gly,Alpha-xylosidase,7.47
369,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",Folate receptor alpha,7.47
370,8-epi-Cyanocobalamin,"Xylan alpha-1,2-glucuronidase",7.47
371,CYC-065,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,7.47
372,4-Androstenediol,Catalase,7.46
373,Concanamycin A,Serine/threonine-protein kinase ULK1,7.46
374,7-beta-Hydroxyepiandrosterone,Peptide deformylase,7.46
375,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",Spermine synthase,7.46
376,Brefeldin A,CD44 antigen,7.46
377,20-hydroxycholesterol,G-protein coupled receptor 35,7.46
378,Clonitazene,Polyadenylate-binding protein,7.46
379,Cephalosporin analog,Cytosolic leucyl-tRNA synthetase,7.46
380,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,L-rhamnose isomerase,7.46
381,Boldione,"HLA class I histocompatibility antigen, A-3 alpha chain",7.46
382,Debromohymenialdisine,Integrin alpha-4,7.46
383,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",Glutathione peroxidase 7,7.46
384,Angiotensin 1-7,Alpha-lactalbumin,7.46
385,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",Cystathionine gamma-lyase,7.46
386,Amonafide,Uncharacterized protein,7.46
387,Cumidine,Serine/threonine-protein kinase Nek4,7.46
388,BPC-157,B-lymphocyte antigen CD19,7.46
389,Benzo[B]Thiophene-2-Carboxamidine,Halohydrin dehalogenase,7.46
390,"2s,4r-4-Methylglutamate",DNA gyrase subunit B,7.45
391,DEBIO-1143,Interleukin-1 receptor-like 2,7.45
392,AC-262536,6-oxocamphor hydrolase,7.45
393,"(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile","Glutamate receptor ionotropic, NMDA 2D",7.45
394,Daniquidone,50S ribosomal protein L4,7.45
395,"(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",Succinate receptor 1,7.45
396,"1,2-Dichloro-Propane",Neuronal acetylcholine receptor subunit alpha-10,7.45
397,BQ-123,Interleukin-1 alpha,7.44
398,"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",Benzoylformate decarboxylase,7.44
399,Allylestrenol,Aminomethyltransferase,7.44
400,(S)-oct-1-en-3-ol,Dihydrofolate reductase,7.44
401,Bolasterone,Low affinity immunoglobulin epsilon Fc receptor,7.44
402,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,Urocanate hydratase,7.44
403,Arylacenamide,Xaa-Pro aminopeptidase,7.44
404,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",Vasopressin V1b receptor,7.44
405,3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,Synaptic vesicle glycoprotein 2A,7.44
406,AZD-9496,Deoxycytidylate deaminase,7.44
407,Atecegatran metoxil,Reaction center protein L chain,7.44
408,Cefdinir,NrfC protein,7.44
409,CXD101,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",7.44
410,(R)-Praziquantel,"NAD-dependent malic enzyme, mitochondrial",7.44
411,Acetyldigoxin,Complement factor D,7.44
412,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",Guanylate cyclase soluble subunit alpha-2,7.44
413,(4s)-5-Fluoro-L-Leucine,"N-acetylglutamate synthase, mitochondrial",7.44
414,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",7.44
415,1-Guanidinium-7-Aminoheptane,Penicillin binding protein 2a,7.44
416,Cobalamin,Sclerostin,7.43
417,"(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate",Phospholipid-transporting ATPase IA,7.43
418,Benznidazole,Beta-galactosidase,7.43
419,Azasetron,Probable outer membrane protein,7.43
420,10-decarboxymethylaclacinomycin A,Carbonic anhydrase 1,7.43
421,7-Nitroindazole,"Cytochrome c oxidase subunit 7C, mitochondrial",7.43
422,Cyanamide,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,7.43
423,Alizapride,Hydroxyacid oxidase 2,7.43
424,Benzquinamide,Phosphocarrier protein HPr,7.43
425,Androstenedione,"Chlorocatechol 1,2-dioxygenase",7.43
426,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,Glycine--tRNA ligase,7.43
427,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,Voltage-dependent L-type calcium channel subunit beta-3,7.43
428,5-Nitroindazole,Shiga-like toxin 1 subunit B,7.43
429,Bethanechol,Cytochrome b-c1 complex subunit 10,7.43
430,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,Phospholipase A2,7.42
431,Androstanedione,Protein kinase C iota type,7.42
432,Clostebol acetate,"60S ribosomal protein L14, putative",7.42
433,Boron,Heat shock factor protein 1,7.42
434,"5,6-Dimethylbenzimidazole",Aspartate aminotransferase,7.42
435,"(2S,3R)-2-[[4-(Tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",Monocarboxylate transporter 3,7.42
436,Altrenogest,Beta-xylanase,7.42
437,BW-A 58C,Calcium/calmodulin-dependent protein kinase type IV,7.41
438,C-peptide,Serine/threonine-protein kinase ICK,7.41
439,Bombesin,Serine/threonine protein kinase UL97,7.41
440,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,T-cell surface glycoprotein CD3 zeta chain,7.41
441,(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol,Aspartate aminotransferase,7.41
442,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",Neuron-specific vesicular protein calcyon,7.41
443,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,Malto-oligosyltrehalose trehalohydrolase,7.41
444,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",Phosphoribosylformylglycinamidine synthase,7.41
445,4-demethyl-4-cholesteryloxycarbonylpenclomedine,Putative L-rhamnose mutarotase,7.41
446,Alectinib,tRNA-dihydrouridine synthase,7.41
447,"3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE",Solute carrier organic anion transporter family member 1B1,7.41
448,ASTX660,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",7.41
449,alpha-Methyl-2-hydroxy-4-diethylaminocinnamic acid,YopE regulator,7.41
450,Bis-Benzamidine,Rhesus blood group D antigen,7.41
451,25-desacetylrifapentine,Oxygen-insensitive NADPH nitroreductase,7.40
452,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,"Sensor cyclic diguanylate phosphodiesterase, GAF and GAF domain-containing",7.40
453,Bavisant,Ephrin type-B receptor 2,7.40
454,(TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE,Dihydropteridine reductase,7.40
455,"(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",Acetyl-CoA carboxylase 1,7.40
456,Aptazapine,Cytosine deaminase,7.40
457,CYCLOHEXYL-NORSTATINE,Serine/threonine-protein kinase 16,7.40
458,17alpha-methyl-4-hydroxynandrolone,Sodium channel protein type 1 subunit alpha,7.40
459,2-Hydroxyestradiol,Carbonic anhydrase 6,7.39
460,Deflazacort,Plasmepsin X,7.39
461,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE",Restriction endonuclease R.BpuJI,7.39
462,"3,4-dimethylaniline",Tyrosine-protein kinase Lyn,7.39
463,Crotamiton,Microtubule-associated serine/threonine-protein kinase 1,7.39
464,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",Glutathione S-transferase A1,7.39
465,16-Bromoepiandrosterone,DNA polymerase epsilon subunit 2,7.39
466,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,Pyrroline-5-carboxylate reductase 2,7.39
467,Cefozopran,Layilin,7.39
468,Amprolium,Endo-N-acetylneuraminidase,7.39
469,D-alpha-Tocopherol acetate,Asialoglycoprotein receptor 1,7.39
470,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",Renin,7.39
471,"6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID","Endo-1,4-beta-xylanase A",7.38
472,Bictegravir,40S ribosomal protein SA,7.38
473,Cilansetron,40S ribosomal protein S6,7.38
474,BMS-394136,Tumor necrosis factor receptor superfamily member 8,7.38
475,Bekanamycin,NimA-related protein,7.38
476,Decamethonium,Replicase polyprotein 1a,7.38
477,Abemaciclib,Bifunctional (p)ppGpp synthase/hydrolase RelA,7.38
478,1-Androstenedione,D(1A) dopamine receptor,7.38
479,Amitraz,Thermonuclease,7.38
480,Besifloxacin,Pol protein,7.38
481,Barusiban,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,7.38
482,Boldenone,Casein kinase I isoform epsilon,7.38
483,Cytochalasin B,Heat shock protein 105 kDa,7.38
484,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",Cytochrome c oxidase subunit 1,7.38
485,4-Hydroxytestosterone,AlgQ1,7.38
486,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,Estrogen receptor,7.38
487,"5alpha-androstane-3alpha,17beta-diol",Cathepsin D,7.38
488,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",Maltoporin,7.38
489,Cenisertib,Serine/threonine-protein kinase Nek11,7.37
490,(S)-Aspartimide,"Trifunctional enzyme subunit alpha, mitochondrial",7.37
491,Bacitracin,Ras-related protein Rab-9A,7.37
492,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione","Tyrosine--tRNA ligase, mitochondrial",7.37
493,2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide,Sodium/potassium-transporting ATPase subunit gamma,7.37
494,"5alpha-androstane-3beta,17alpha-diol","5'(3')-deoxyribonucleotidase, mitochondrial",7.37
495,3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL,Potassium voltage-gated channel subfamily KQT member 1,7.37
496,Bb-3497,T-complex protein 1 subunit gamma,7.37
497,"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE",Cyclin-dependent kinase 15,7.37
498,acetylleucyl-leucyl-norleucinal,Cholera enterotoxin B subunit,7.37
499,Ceftobiprole,Sphingosine 1-phosphate receptor 4,7.37
500,Acetyldigitoxin,Bifunctional protein PutA,7.37
501,Clinafloxacin,"Importin-7, putative",7.37
502,(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,Elongation of very long chain fatty acids protein 2,7.37
503,Ademetionine,"2-oxopropyl-CoM reductase, carboxylating",7.37
504,Cephalexin,Orexin receptor type 1,7.37
505,(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE,Glucagon-like peptide 1 receptor,7.37
506,Calusterone,Glutamate racemase,7.37
507,1-Androstenediol,5-hydroxytryptamine receptor 2B,7.37
508,"5-methoxy-N,N-dimethyltryptamine",Xylose isomerase,7.37
509,Calcium lactate,Profilin-1,7.37
510,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",Thyroid hormone receptor alpha,7.37
511,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",Multidrug resistance protein 1,7.37
512,"7,8-Diamino-Nonanoic Acid",Uncharacterized protein,7.36
513,(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,Elongation of very long chain fatty acids protein 5,7.36
514,"4,6-dideoxy-4-amino-alpha-D-glucose",Ferrichrome-iron receptor,7.36
515,Apstatin,Antitumor antibiotic C-1027 apoprotein,7.36
516,Acumapimod,V-1 protease,7.36
517,"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",Queuine tRNA-ribosyltransferase,7.36
518,"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",Cystinosin,7.36
519,Coleneuramide,Serine/threonine-protein kinase TBK1,7.36
520,"2,5-Xylidine",DNA gyrase subunit A,7.36
521,"(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",Monocarboxylate transporter 2,7.36
522,Azithromycin,Peptide deformylase,7.36
523,ABT-384,Orotidine 5'-phosphate decarboxylase,7.36
524,"(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE",Egl nine homolog 3,7.36
525,Atrazine,TraF protein,7.36
526,Cholic Acid,Nucleobindin-1,7.36
527,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,Biliverdin reductase A,7.36
528,Azelnidipine,Caspase-8,7.36
529,Alsterpaullone,Reducing end xylose-releasing exo-oligoxylanase,7.36
530,2-Butanol,Matrix metalloproteinase-17,7.36
531,Cefepime,Hypothetical membrane spanning protein,7.36
532,"4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",Chloramphenicol acetyltransferase,7.36
533,Alanyl glutamine,D-2-hydroxyisocaproate dehydrogenase,7.35
534,"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",Interleukin-11 receptor subunit alpha,7.35
535,"4-[(3R)-3-Amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one",Cyclomaltodextrin glucanotransferase,7.35
536,Butyramide,Light-harvesting protein B-800/850 beta 1 chain,7.35
537,"5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",Peptide deformylase,7.35
538,Biperiden,C-C chemokine receptor type 2,7.35
539,"(1,2,6,7-3H)Testosterone",Low affinity immunoglobulin gamma Fc region receptor II-a,7.35
540,Bromisoval,Tryptase alpha/beta-1,7.35
541,Abiraterone,Ig gamma-2 chain C region,7.35
542,Caprospinol,Afimbrial adhesin AFA-III,7.35
543,Axelopran,Eukaryotic translation initiation factor 3 subunit F,7.35
544,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",Mitochondrial ornithine transporter 1,7.35
545,2-octyl cyanoacrylate,Protein S100-P,7.35
546,6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE,Glycodelin,7.35
547,Cefacetrile,Cytochrome c-L,7.35
548,Aceprometazine,Cytochrome c-552,7.35
549,Carvasept,Proteasome subunit alpha type-1,7.35
550,BMS-986142,Transmembrane glycoprotein NMB,7.35
551,AS-8112,DNA-3-methyladenine glycosylase 1,7.35
552,Coprogen,Tyrosine-protein kinase Blk,7.34
553,C31G,Cytochrome P450 2C18,7.34
554,Cilengitide,Small nuclear ribonucleoprotein Sm D2,7.34
555,Acipimox,Trefoil factor 2,7.34
556,Daprodustat,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,7.34
557,BMS-986115,Plasma protease C1 inhibitor,7.34
558,Cryptotanshinone,Misshapen-like kinase 1,7.34
559,Calcium hypochlorite,Phospholipase D,7.34
560,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",7.34
561,Arecoline,Hemagglutinin-neuraminidase,7.34
562,Bevirimat,Calcitonin gene-related peptide 1,7.34
563,ABX-1431,Urease subunit alpha,7.34
564,AKI-001,Genome polyprotein,7.34
565,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",Kappa-type opioid receptor,7.34
566,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,"HLA class I histocompatibility antigen, A-3 alpha chain",7.34
567,"5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide",Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,7.33
568,A-620223,Phosphate-binding protein PstS,7.33
569,Clocortolone acetate,Adenosine deaminase,7.33
570,Declopramide,Fusion glycoprotein F0,7.33
571,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",Cholera enterotoxin subunit B,7.33
572,"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",Envelope glycoprotein,7.33
573,alpha-Carotene,Cytochrome c'',7.33
574,Corticosterone,Calcium/calmodulin-dependent protein kinase kinase 2,7.33
